Date,Open,High,Low,Close,Adj Close,Volume
2015-02-24,4492.96435546875,4507.0,4621.68603515625,4475.0,4481.5,1672242
2015-02-25,4487.48095703125,4501.5,4592.59716796875,4446.0,4475.0,2268814
2015-02-26,4451.09423828125,4465.0,4585.23193359375,4446.85009765625,4499.5,1695710
2015-02-27,4455.5810546875,4469.5,4487.625,4445.5,4478.0,2062339
2015-03-02,4461.560546875,4475.5,4502.0,4461.5,4461.5,1356160
2015-03-03,4417.69775390625,4431.5,4506.5,4425.5,4491.5,2109463
2015-03-04,4409.72412109375,4423.5,4449.0,4386.0,4445.0,2195955
2015-03-05,4472.52734375,4486.5,4500.0,4398.0,4440.5,2137805
2015-03-06,4401.748046875,4415.5,4528.55712890625,4408.5,4528.5,2075503
2015-03-09,4347.4189453125,4361.0,4432.5,4340.0,4432.5,1913340
2015-03-10,4258.69580078125,4272.0,4375.75,4271.64794921875,4369.5,2492468
2015-03-11,4291.09521484375,4304.5,4324.0,4256.89794921875,4275.0,1979725
2015-03-12,4465.048828125,4479.0,4501.5,4317.5,4333.5,6622307
2015-03-13,4542.80859375,4557.0,4563.81494140625,4481.0,4501.5,2992692
2015-03-16,4620.06689453125,4634.5,4645.5,4463.0,4526.5,2603648
2015-03-17,4625.54833984375,4640.0,4673.0,4586.0,4646.5,2101449
2015-03-18,4735.20654296875,4750.0,4781.30517578125,4646.25,4653.5,3240453
2015-03-19,4770.59521484375,4785.5,4806.0,4740.0,4750.5,2868821
2015-03-20,4831.9052734375,4847.0,4876.66796875,4805.48193359375,4826.5,5511467
2015-03-23,4824.92626953125,4840.0,4870.0,4815.5,4870.0,1875348
2015-03-24,4816.9521484375,4832.0,4862.5,4814.60009765625,4832.0,2271181
2015-03-25,4746.669921875,4761.5,4833.0,4583.5,4811.0,1924796
2015-03-26,4676.390625,4691.0,4756.5,4677.5,4724.5,3923101
2015-03-27,4671.4052734375,4686.0,4765.94384765625,4669.5,4707.0,2147776
2015-03-30,4711.7802734375,4726.5,4754.5,4682.39990234375,4739.5,2120754
2015-03-31,4612.09228515625,4626.5,4727.548828125,4605.0,4689.5,3041512
2015-04-01,4626.046875,4640.5,4677.5,4602.0,4613.5,2415551
2015-04-02,4630.53369140625,4645.0,4678.0,4605.0,4625.5,1546086
2015-04-07,4692.33984375,4707.0,4707.0,4647.0,4655.0,1734414
2015-04-08,4682.3720703125,4697.0,4710.0,4655.0,4686.0,1453422
2015-04-09,4749.662109375,4764.5,4770.75,4709.0,4710.5,1989993
2015-04-10,4738.197265625,4753.0,4801.5,4609.5,4791.5,3161297
2015-04-13,4703.80419921875,4718.5,4796.5,4714.5,4754.5,1839467
2015-04-14,4785.05029296875,4800.0,4809.5,4690.0,4702.0,3213724
2015-04-15,4842.3720703125,4857.5,4900.0,4785.0,4799.0,3779774
2015-04-16,4813.4638671875,4828.5,4901.0,4820.0,4880.0,2797405
2015-04-17,4735.20654296875,4750.0,4885.0,4744.0,4811.0,3358199
2015-04-20,4788.041015625,4803.0,4850.0,4756.5,4756.5,1534985
2015-04-21,4839.87890625,4855.0,4900.0,4807.0,4824.0,2461547
2015-04-22,4847.85546875,4863.0,4931.68212890625,4840.5,4880.0,2277989
2015-04-23,4814.9560546875,4830.0,4920.84912109375,4819.5,4874.0,2608568
2015-04-24,4734.70849609375,4749.5,4880.0,4664.0,4880.0,5227510
2015-04-27,4690.84521484375,4705.5,4761.0,4673.5,4750.0,2452921
2015-04-28,4533.83544921875,4548.0,4678.3427734375,4519.5,4652.0,5078880
2015-04-29,4443.6162109375,4457.5,4661.14111328125,4454.5,4536.5,4317535
2015-04-30,4482.4951171875,4496.5,4506.0,4412.0029296875,4456.0,3194161
2015-05-01,4447.60546875,4461.5,4489.5,4400.81982421875,4461.0,2143345
2015-05-05,4425.1748046875,4439.0,4552.5,4410.1240234375,4550.0,1675134
2015-05-06,4399.75439453125,4413.5,4456.0,4389.0,4421.5,2199460
2015-05-07,4393.27392578125,4407.0,4426.5,4314.18017578125,4415.0,2786705
2015-05-08,4517.88671875,4532.0,4543.0,4418.5,4470.5,3303265
2015-05-11,4513.89794921875,4528.0,4584.5,4516.0,4544.5,2128555
2015-05-12,4386.29638671875,4400.0,4523.0,4390.0,4508.0,3300389
2015-05-13,4376.32861328125,4390.0,4438.0,4378.5,4419.0,1962156
2015-05-14,4420.6884765625,4434.5,4441.5,4351.0,4420.0,1601963
2015-05-15,4353.89794921875,4367.5,4484.4677734375,4351.5,4458.5,2621318
2015-05-18,4376.32861328125,4390.0,4501.9658203125,4345.5,4390.0,2478030
2015-05-19,4389.7861328125,4403.5,4421.5,4383.0,4410.0,2475208
2015-05-20,4379.31884765625,4393.0,4440.5400390625,4370.0,4425.5,2120739
2015-05-21,4411.21923828125,4425.0,4461.5,4385.0,4392.0,2339211
2015-05-22,4459.56787109375,4473.5,4489.5,4439.0,4454.0,1917472
2015-05-26,4359.87939453125,4373.5,4445.5,4362.0,4425.0,2736811
2015-05-27,4454.583984375,4468.5,4471.0,4389.5,4410.0,2763788
2015-05-28,4478.0107421875,4492.0,4523.5,4477.5,4484.0,2364488
2015-05-29,4358.8818359375,4372.5,4512.5,4370.0,4490.0,3450803
2015-06-01,4352.900390625,4366.5,4518.5,4360.5,4503.5,3865222
2015-06-02,4343.4306640625,4357.0,4410.0,4331.0,4410.0,3030857
2015-06-03,4376.32861328125,4390.0,4412.0,4331.5,4372.0,2527671
2015-06-04,4323.49267578125,4337.0,4379.0,4285.5,4369.0,3050019
2015-06-05,4353.89794921875,4367.5,4388.5,4299.5,4307.5,3445237
2015-06-08,4319.50537109375,4333.0,4372.0,4322.5,4354.5,1566444
2015-06-09,4232.77734375,4246.0,4333.5,4204.5,4316.0,3017675
2015-06-10,4267.66796875,4281.0,4320.06005859375,4223.5,4251.0,3126219
2015-06-11,4258.69580078125,4272.0,4311.5,4257.25390625,4261.0,1706786
2015-06-12,4197.88623046875,4211.0,4282.93896484375,4100.0,4255.0,2147187
2015-06-15,4136.07958984375,4149.0,4200.0,4149.0,4190.0,2928773
2015-06-16,4157.01318359375,4170.0,4192.873046875,4126.5,4144.5,2915922
2015-06-17,4145.548828125,4158.5,4193.15283203125,4154.5,4172.5,1809945
2015-06-18,4179.94140625,4193.0,4293.3310546875,4128.0,4165.5,3813548
2015-06-19,4175.95458984375,4189.0,4225.0,4168.5,4212.0,3906114
2015-06-22,4228.7880859375,4242.0,4375.548828125,4193.7841796875,4234.5,2796561
2015-06-23,4260.18994140625,4273.5,4282.0,4246.0,4259.5,1939898
2015-06-24,4236.7646484375,4250.0,4286.0,4231.72216796875,4275.0,2834822
2015-06-25,4169.97314453125,4183.0,4236.0,4173.12890625,4220.0,2099641
2015-06-26,4180.44091796875,4193.5,4201.0,4115.0,4165.5,2533840
2015-06-29,4083.742431640625,4096.5,4150.52001953125,4051.0,4054.0,3212586
2015-06-30,4006.483642578125,4019.0,4091.0,4019.0,4081.0,2880045
2015-07-01,4107.66796875,4120.5,4142.44189453125,4031.0,4062.5,6035455
2015-07-02,4176.951171875,4190.0,4238.56298828125,4133.0,4148.5,3380289
2015-07-03,4154.02197265625,4167.0,4210.0,4152.5,4190.0,1926101
2015-07-06,4136.07958984375,4149.0,4200.27978515625,4120.0,4122.0,1678960
2015-07-07,4164.98828125,4178.0,4210.5,4161.23388671875,4179.5,2674138
2015-07-08,4181.4365234375,4194.5,4212.5,4163.0,4191.5,2067938
2015-07-09,4208.8505859375,4222.0,4244.18408203125,4172.0,4195.5,1897858
2015-07-10,4271.158203125,4284.5,4285.0,4237.2470703125,4263.0,2433422
2015-07-13,4317.51123046875,4331.0,4376.57421875,4305.0,4320.0,2907486
2015-07-14,4331.46826171875,4345.0,4414.76416015625,4313.0,4350.5,2286118
2015-07-15,4329.97265625,4343.5,4407.1259765625,4320.0,4350.0,1713584
2015-07-16,4322.994140625,4336.5,4387.453125,4303.0,4348.0,1731597
2015-07-17,4301.5625,4315.0,4328.0,4278.5,4320.0,2836783
2015-07-20,4333.9599609375,4347.5,4379.0,4324.375,4328.5,1413252
2015-07-21,4321.998046875,4335.5,4369.5,4321.5,4352.0,1573834
2015-07-22,4267.66796875,4281.0,4338.55419921875,4269.64990234375,4305.0,1766909
2015-07-23,4280.12939453125,4293.5,4350.0,4265.5,4331.0,1447519
2015-07-24,4240.25390625,4253.5,4315.5,4246.0,4289.5,1262624
2015-07-27,4177.45068359375,4190.5,4265.77490234375,4173.47509765625,4240.0,1577019
2015-07-28,4157.01318359375,4170.0,4283.19677734375,4135.5,4208.5,2965527
2015-07-29,4177.9482421875,4191.0,4234.0,4182.0,4200.0,2867150
2015-07-30,4306.046875,4319.5,4331.5,4218.5,4234.0,3228685
2015-07-31,4306.54541015625,4320.0,4351.0,4287.0,4351.0,2707322
2015-08-03,4328.47802734375,4342.0,4345.5,4304.0,4304.0,1961231
2015-08-04,4371.3427734375,4385.0,4394.5,4320.5,4352.0,2302056
2015-08-05,4410.7197265625,4424.5,4429.5,4363.0,4387.5,2152804
2015-08-06,4398.7578125,4412.5,4432.0,4383.0,4422.0,2400837
2015-08-07,4307.04345703125,4320.5,4396.0,4282.02978515625,4386.5,2332837
2015-08-10,4344.42822265625,4358.0,4362.0,4262.0,4339.0,2555699
2015-08-11,4327.48046875,4341.0,4358.14990234375,4314.5,4345.0,1728413
2015-08-12,4275.1435546875,4288.5,4339.5322265625,4258.0,4315.5,2962334
2015-08-13,4260.76123046875,4273.5,4351.0,4256.5,4277.0,2125386
2015-08-14,4234.8388671875,4247.5,4336.5,4234.5,4279.5,1320967
2015-08-17,4265.24853515625,4278.0,4292.0,4214.0,4278.0,1287635
2015-08-18,4297.15234375,4310.0,4333.98486328125,4251.0,4287.0,2192083
2015-08-19,4227.36181640625,4240.0,4294.5,4231.5,4294.5,1710523
2015-08-20,4173.02392578125,4185.5,4227.0,4151.623046875,4204.0,1907556
2015-08-21,4041.916015625,4054.0,4145.0,4035.5849609375,4130.5,2587738
2015-08-24,3891.86474609375,3903.5,4052.568115234375,3746.0,3984.5,5598238
2015-08-25,3958.16650390625,3970.0,4009.5,3916.0,3930.0,3853600
2015-08-26,3910.80810546875,3922.5,4004.0,3861.5,3904.5,4641481
2015-08-27,4071.826416015625,4084.0,4090.0,3983.0,4018.5,3000091
2015-08-28,4107.71923828125,4120.0,4156.3798828125,4036.4951171875,4088.5,2312427
2015-09-01,4021.47705078125,4033.5,4112.5,3994.0,4100.5,3172749
2015-09-02,4104.72998046875,4117.0,4161.0,4039.5,4053.0,2985836
2015-09-03,4234.8388671875,4247.5,4279.56396484375,4161.5,4169.5,3322810
2015-09-04,4169.03515625,4181.5,4280.0,4120.14013671875,4227.0,3297143
2015-09-07,4206.42431640625,4219.0,4238.5,4206.0,4214.0,1032223
2015-09-08,4242.81640625,4255.5,4299.4267578125,4230.97998046875,4234.0,1804932
2015-09-09,4255.27783203125,4268.0,4335.0,4252.5,4335.0,2347369
2015-09-10,4277.7109375,4290.5,4331.11181640625,4231.85595703125,4240.5,2310466
2015-09-11,4272.7255859375,4285.5,4315.5,4274.5,4296.0,1725333
2015-09-14,4271.72998046875,4284.5,4373.10986328125,4284.5,4311.0,1956435
2015-09-15,4315.0986328125,4328.0,4346.5,4246.5,4275.5,2960336
2015-09-16,4310.1142578125,4323.0,4361.10009765625,4306.0,4343.5,2364044
2015-09-17,4257.77099609375,4270.5,4343.5,4262.5,4333.5,1806600
2015-09-18,4356.97509765625,4370.0,4387.7099609375,4243.0,4310.0,4737824
2015-09-21,4365.947265625,4379.0,4450.69580078125,4347.5,4369.0,2350224
2015-09-22,4153.083984375,4165.5,4320.0,4165.5,4316.5,3008483
2015-09-23,4211.40869140625,4224.0,4245.5,4160.5,4160.5,1907905
2015-09-24,4193.46240234375,4206.0,4240.0,4194.5,4222.0,2671798
2015-09-25,4317.0927734375,4330.0,4342.0,4253.7001953125,4254.5,2036867
2015-09-28,4167.5400390625,4180.0,4351.0,4178.5,4305.0,2810783
2015-09-29,4117.19091796875,4129.5,4169.0,4087.0,4131.5,2251351
2015-09-30,4169.03515625,4181.5,4214.0,4161.5,4184.0,2567097
2015-10-01,4148.59716796875,4161.0,4269.2041015625,4150.0,4234.0,1782084
2015-10-02,4155.576171875,4168.0,4229.5,4098.0,4195.0,1702808
2015-10-05,4234.8388671875,4247.5,4263.0,4193.5,4228.0,2195112
2015-10-06,4188.478515625,4201.0,4270.58984375,4196.5,4261.5,1915905
2015-10-07,4099.7421875,4112.0,4201.0,4090.5,4200.0,4042408
2015-10-08,4148.0986328125,4160.5,4198.0,4105.9619140625,4111.5,2166440
2015-10-09,4196.95263671875,4209.5,4221.15576171875,4133.0,4208.0,1802856
2015-10-12,4164.05126953125,4176.5,4206.5,4154.0,4199.0,1147142
2015-10-13,4125.666015625,4138.0,4187.5,4076.241943359375,4175.5,1770950
2015-10-14,4046.90185546875,4059.0,4109.2001953125,4052.5,4107.0,2083901
2015-10-15,4108.71630859375,4121.0,4130.5,4073.0,4080.5,1749426
2015-10-16,4133.64208984375,4146.0,4152.0,4042.0,4092.0,2543659
2015-10-19,4144.11083984375,4156.5,4182.0,4130.5,4130.5,1470042
2015-10-20,4012.504150390625,4024.5,4162.5,4021.0,4141.0,2689036
2015-10-21,3935.23486328125,3947.0,4014.0,3931.25,4014.0,2854328
2015-10-22,3999.045166015625,4011.0,4058.2880859375,3950.5,3975.5,2738819
2015-10-23,4057.370361328125,4069.5,4097.5,4005.0,4042.5,1706734
2015-10-26,4079.304443359375,4091.5,4122.0400390625,4064.0,4086.5,1432558
2015-10-27,4062.853271484375,4075.0,4109.0,4039.0,4075.5,1650093
2015-10-28,4167.04150390625,4179.5,4199.0,4081.5,4089.5,2314853
2015-10-29,4183.99169921875,4196.5,4288.21923828125,4142.5,4163.5,1993522
2015-10-30,4138.1279296875,4150.5,4210.5,4136.5,4187.5,1719225
2015-11-02,4143.6123046875,4156.0,4157.5,4096.0,4117.0,1542460
2015-11-03,4150.0927734375,4162.5,4190.72314453125,4148.0,4185.0,1678061
2015-11-04,4115.197265625,4127.5,4203.0,4116.0,4171.0,1669094
2015-11-05,4234.3408203125,4247.0,4314.0,4204.5,4215.5,3036257
2015-11-06,4213.4033203125,4226.0,4261.0,4120.751953125,4260.0,2317952
2015-11-09,4146.1044921875,4158.5,4234.0,4152.0,4220.5,1531043
2015-11-10,4143.6123046875,4156.0,4180.0,4144.5,4160.5,1817914
2015-11-11,4189.4755859375,4202.0,4219.0,4140.5,4183.5,1438092
2015-11-12,4062.853271484375,4075.0,4192.0,4075.0,4192.0,1995882
2015-11-13,4081.79736328125,4094.0,4098.0,3999.544921875,4057.0,2581651
2015-11-16,4245.30810546875,4258.0,4271.5,4050.43994140625,4056.5,3365708
2015-11-17,4383.89306640625,4397.0,4397.0,4278.5,4300.0,2986366
2015-11-18,4395.85791015625,4409.0,4410.0,4324.0,4393.0,2126907
2015-11-19,4415.2998046875,4428.5,4467.0,4405.533203125,4414.0,2207897
2015-11-20,4486.0888671875,4499.5,4500.02978515625,4433.0,4450.0,2344182
2015-11-23,4472.6279296875,4486.0,4515.0,4469.5,4491.0,1616729
2015-11-24,4450.1953125,4463.5,4480.5,4440.5,4468.5,1945807
2015-11-25,4486.58642578125,4500.0,4505.0,4454.5,4488.0,1749235
2015-11-26,4506.52734375,4520.0,4541.0,4485.5,4500.0,1262895
2015-11-27,4499.05029296875,4512.5,4525.5,4482.0,4500.0,1584868
2015-11-30,4489.08056640625,4502.5,4532.0,4496.5,4504.0,2287460
2015-12-01,4502.041015625,4515.5,4583.43994140625,4500.5,4526.5,1904381
2015-12-02,4568.84033203125,4582.5,4627.5,4555.0,4565.5,2372425
2015-12-03,4456.6748046875,4470.0,4622.0,4468.5,4593.0,2760196
2015-12-04,4428.75927734375,4442.0,4459.5,4408.044921875,4451.0,1957979
2015-12-07,4470.13623046875,4483.5,4534.0,4437.5,4437.5,1725577
2015-12-08,4425.271484375,4438.5,4516.5,4422.19482421875,4483.0,1882267
2015-12-09,4390.87255859375,4404.0,4461.5,4404.0,4454.5,1708766
2015-12-10,4366.44580078125,4379.5,4411.5,4374.5,4402.5,1571453
2015-12-11,4317.0927734375,4330.0,4400.5,4325.0,4377.5,2436520
2015-12-14,4272.7255859375,4285.5,4367.5,4280.0,4339.5,2863005
2015-12-15,4377.91162109375,4391.0,4412.0,4300.1259765625,4324.0,2110214
2015-12-16,4403.3349609375,4416.5,4448.0,4366.8798828125,4381.0,2006905
2015-12-17,4420.78369140625,4434.0,4519.5,4429.5,4500.0,2370814
2015-12-18,4358.47021484375,4371.5,4433.0,4365.5,4420.0,4907142
2015-12-21,4350.4931640625,4363.5,4435.0,4328.1201171875,4372.0,1566324
2015-12-22,4385.39013671875,4398.5,4407.0,4335.0,4396.0,2249950
2015-12-23,4499.54736328125,4513.0,4540.7041015625,4430.5,4432.0,1760688
2015-12-24,4526.466796875,4540.0,4552.5,4487.5,4487.5,390218
2015-12-29,4613.70654296875,4627.5,4627.5,4509.5,4580.0,1232395
2015-12-30,4602.2412109375,4616.0,4634.0,4598.5,4616.0,1093607
2015-12-31,4602.73974609375,4616.5,4627.5,4589.0,4589.0,402287
2016-01-04,4464.65380859375,4478.0,4568.0,4463.5,4565.0,2243185
2016-01-05,4548.40234375,4562.0,4577.0,4457.0,4521.0,2333997
2016-01-06,4509.02001953125,4522.5,4573.5,4469.5,4556.0,1975341
2016-01-07,4367.94140625,4381.0,4538.0,4361.0,4446.5,3841926
2016-01-08,4336.03662109375,4349.0,4475.296875,4349.0,4424.0,2210583
2016-01-11,4242.81640625,4255.5,4348.0,4255.5,4336.0,2126247
2016-01-12,4311.111328125,4324.0,4361.5,4255.5,4270.5,2382466
2016-01-13,4383.3955078125,4396.5,4427.5,4359.2509765625,4375.0,1767056
2016-01-14,4310.1142578125,4323.0,4345.5,4249.5,4343.0,2123026
2016-01-15,4217.3916015625,4230.0,4341.0,4181.5,4320.5,2934556
2016-01-18,4197.94970703125,4210.5,4283.0,4204.5,4216.5,1378274
2016-01-19,4299.64501953125,4312.5,4340.5,4244.97998046875,4289.0,2047264
2016-01-20,4222.87548828125,4235.5,4259.0,4190.0,4236.0,2606965
2016-01-21,4258.767578125,4271.5,4338.0,4243.5,4300.0,3290941
2016-01-22,4347.50244140625,4360.5,4395.0,4303.0,4326.0,2750551
2016-01-25,4427.263671875,4440.5,4454.5,4375.64013671875,4379.0,2066962
2016-01-26,4402.33837890625,4415.5,4426.5,4321.5,4321.5,2551962
2016-01-27,4459.6669921875,4473.0,4473.0,4387.5,4420.0,2262487
2016-01-28,4334.04296875,4347.0,4470.1611328125,4295.0,4444.0,3367716
2016-01-29,4474.1240234375,4487.5,4487.5,4370.5,4385.0,3094883
2016-02-01,4490.57373046875,4504.0,4541.5,4414.5,4506.5,2679148
2016-02-02,4485.5908203125,4499.0,4536.80078125,4472.0,4495.5,2567765
2016-02-03,4398.84912109375,4412.0,4519.0,4395.5,4473.5,3498003
2016-02-04,4130.650390625,4143.0,4367.5,4053.001953125,4354.0,6036386
2016-02-05,4097.25146484375,4109.5,4236.84912109375,4096.0,4155.0,4912774
2016-02-08,3894.357177734375,3906.0,4130.5,3901.5,4126.0,6369908
2016-02-09,3902.83251953125,3914.5,3979.0,3821.337890625,3922.5,5018116
2016-02-10,3997.05029296875,4009.0,4020.5,3801.719970703125,3957.5,4441121
2016-02-11,3979.104248046875,3991.0,4070.5,3935.0,3983.5,4089938
2016-02-12,4034.4384765625,4046.5,4067.074951171875,3979.5,4015.5,3906692
2016-02-15,4138.62646484375,4151.0,4175.5,4092.0,4128.5,2029439
2016-02-16,4171.5283203125,4184.0,4198.5,4100.0,4179.0,2106937
2016-02-17,4266.74365234375,4279.5,4296.5,4113.01513671875,4198.0,3869310
2016-02-18,4118.45166015625,4129.5,4342.0,4089.0,4209.0,3423580
2016-02-19,4062.103271484375,4073.0,4261.0,4056.5,4126.5,3026112
2016-02-22,4131.91552734375,4143.0,4160.5,4100.5,4114.0,1569952
2016-02-23,4119.44970703125,4130.5,4170.5,4093.0,4107.0,2019594
2016-02-24,4075.56689453125,4086.5,4168.5,4076.5,4141.5,2516217
2016-02-25,4187.76611328125,4199.0,4207.5,4112.5,4123.0,2736926
2016-02-26,4193.24951171875,4204.5,4248.0,4170.0,4240.5,2172076
2016-02-29,4096.01171875,4107.0,4204.0,4083.5,4176.0,3624546
2016-03-01,4082.049560546875,4093.0,4120.5,4042.5,4116.5,4140648
2016-03-02,4062.103271484375,4073.0,4135.5,4049.0,4128.5,3379397
2016-03-03,3989.298828125,4000.0,4099.0,3985.5,4092.0,2889501
2016-03-04,4010.24267578125,4021.0,4058.5,3997.5,4041.5,2752285
2016-03-07,4005.75390625,4016.5,4036.0,3989.5,4016.0,1927271
2016-03-08,4043.652099609375,4054.5,4077.0,3977.0,4000.0,2755579
2016-03-09,4065.09521484375,4076.0,4101.5,4036.0,4068.0,1842220
2016-03-10,4007.749267578125,4018.5,4126.5,4017.5,4089.5,2806633
2016-03-11,4032.681884765625,4043.5,4098.5,4028.0,4082.0,2368319
2016-03-14,4041.159912109375,4052.0,4080.929931640625,4045.5,4067.5,2650544
2016-03-15,4011.2392578125,4022.0,4164.0,3994.0,4042.5,3261796
2016-03-16,3994.28466796875,4005.0,4026.0,3962.5,4014.0,3307023
2016-03-17,3935.94140625,3946.5,4080.919921875,3930.0,4014.0,3393378
2016-03-18,3879.592041015625,3890.0,3965.5,3884.5,3940.5,3567919
2016-03-21,3891.062255859375,3901.5,3939.39990234375,3886.5,3900.0,2394709
2016-03-22,3904.52490234375,3915.0,3925.0,3802.510009765625,3896.5,3183725
2016-03-23,3941.427001953125,3952.0,3977.238037109375,3880.0,3899.0,2359702
2016-03-24,3896.54736328125,3907.0,3942.0,3896.5,3942.0,1952071
2016-03-29,3904.02734375,3914.5,3955.0,3875.0,3915.0,1808272
2016-03-30,3905.024169921875,3915.5,3959.0,3900.0,3945.0,2777032
2016-03-31,3892.058837890625,3902.5,3931.964111328125,3893.0,3915.0,2179374
2016-04-01,3921.979248046875,3932.5,3933.5,3830.5,3870.5,2902828
2016-04-04,3960.3759765625,3971.0,4008.5,3919.5,3932.5,2283817
2016-04-05,3940.42919921875,3951.0,3975.341064453125,3921.0,3940.0,2458523
2016-04-06,4116.45654296875,4127.5,4128.5,3956.43505859375,3980.0,4113223
2016-04-07,4156.34912109375,4167.5,4242.0,4157.5,4160.0,3391052
2016-04-08,4135.40625,4146.5,4203.47705078125,4123.5,4181.0,2512481
2016-04-11,4054.124267578125,4065.0,4152.5,4065.0,4152.5,3409334
2016-04-12,4046.145263671875,4057.0,4058.0,3992.5,4023.0,2482230
2016-04-13,4088.5322265625,4099.5,4154.3310546875,4071.0,4094.0,2353990
2016-04-14,4129.921875,4141.0,4192.64697265625,4106.5,4112.5,2013536
2016-04-15,4135.40625,4146.5,4209.251953125,4131.0,4148.0,1967819
2016-04-18,4156.8486328125,4168.0,4181.0,4114.5,4125.5,1741685
2016-04-19,4148.87060546875,4160.0,4230.42578125,4149.0,4164.5,2304816
2016-04-20,4129.921875,4141.0,4153.5,4105.0,4136.0,2357643
2016-04-21,4146.87548828125,4158.0,4163.5,4092.5,4148.5,1962070
2016-04-22,4105.48583984375,4116.5,4170.5,4101.5,4154.5,2068469
2016-04-25,4073.072998046875,4084.0,4155.076171875,4076.0,4118.5,2085323
2016-04-26,3988.30078125,3999.0,4107.5,3999.0,4092.0,2298578
2016-04-27,3985.807861328125,3996.5,4031.37109375,3958.5,3997.5,3013457
2016-04-28,3948.906494140625,3959.5,4128.77001953125,3903.0,3976.5,2496571
2016-04-29,3917.490966796875,3928.0,4107.44482421875,3926.822021484375,3962.5,3241541
2016-05-03,3901.034423828125,3911.5,3964.715087890625,3830.5,3936.5,4185562
2016-05-04,3822.24609375,3832.5,3929.39697265625,3824.0,3897.5,3206414
2016-05-05,3799.308349609375,3809.5,3866.74609375,3800.083984375,3828.5,2316266
2016-05-06,3788.337646484375,3798.5,3826.0,3772.77490234375,3809.5,2350899
2016-05-09,3933.947021484375,3944.5,3991.31689453125,3817.7529296875,3822.5,2974767
2016-05-10,3917.490966796875,3928.0,3986.0,3918.0,3968.5,1657555
2016-05-11,3921.979248046875,3932.5,3951.5,3906.0,3933.0,1560999
2016-05-12,3869.61962890625,3880.0,3981.15087890625,3874.5,3918.5,2221661
2016-05-13,3929.459228515625,3940.0,3940.0,3844.0,3854.5,1828645
2016-05-16,3904.52490234375,3915.0,3926.0,3886.5,3916.0,1407529
2016-05-17,3919.984130859375,3930.5,3962.5,3915.639892578125,3945.0,2080482
2016-05-18,3890.064208984375,3900.5,3996.110107421875,3883.0,3924.0,2062546
